timestamp,metric_name,value,dimensions
2022-01-01 00:00:22,network_throughput,71.17919503213612,"{'service': 'webserver', 'region': 'us-west-1'}"
2022-01-01 00:00:23,memory_usage,27.558032844395367,"{'service': 'webserver', 'region': 'us-east-1'}"
2022-01-01 00:00:24,memory_usage,16.65443909436607,"{'service': 'database', 'region': 'us-west-1'}"
2022-01-01 00:00:25,cpu_usage,44.47629813925948,"{'service': 'worker', 'region': 'us-west-2'}"
2022-01-01 00:00:26,error_rate,17.748106141328705,"{'service': 'worker', 'region': 'us-west-2'}"
2022-01-01 00:00:27,network_throughput,45.16463242687902,"{'service': 'webserver', 'region': 'us-east-1'}"
2022-01-01 00:00:28,error_rate,19.272753758882416,"{'service': 'webserver', 'region': 'us-west-1'}"
2022-01-01 00:00:29,memory_usage,19.492088458202993,"{'service': 'webserver', 'region': 'us-east-1'}"
2022-01-01 00:00:30,error_rate,27.368581305428936,"{'service': 'worker', 'region': 'us-west-2'}"
2022-01-01 00:00:31,error_rate,38.3876101790526,"{'service': 'webserver', 'region': 'us-east-1'}"
2022-01-01 00:00:32,memory_usage,31.622132386487756,"{'service': 'worker', 'region': 'us-west-2'}"
2022-01-01 00:00:33,memory_usage,46.217335603772426,"{'service': 'database', 'region': 'us-west-1'}"
2022-01-01 00:00:34,error_rate,65.67002203744259,"{'service': 'worker', 'region': 'us-west-2'}"
2022-01-01 00:00:35,memory_usage,27.2948449265608,"{'service': 'worker', 'region': 'us-west-2'}"
2022-01-01 00:00:36,memory_usage,28.644994045429648,"{'service': 'webserver', 'region': 'us-west-1'}"
2022-01-01 00:00:37,cpu_usage,20.495509974368943,"{'service': 'webserver', 'region': 'us-west-1'}"
2022-01-01 00:00:38,cpu_usage,20.510280282218773,"{'service': 'webserver', 'region': 'us-east-1'}"
2022-01-01 00:00:39,cpu_usage,33.39346633531592,"{'service': 'webserver', 'region': 'us-west-1'}"
2022-01-01 00:00:40,error_rate,11.398866914819546,"{'service': 'database', 'region': 'us-west-1'}"
2022-01-01 00:00:41,memory_usage,24.768662531097956,"{'service': 'webserver', 'region': 'us-west-1'}"
2022-01-01 00:00:42,cpu_usage,49.80365218858523,"{'service': 'webserver', 'region': 'us-east-1'}"
2022-01-01 00:00:43,cpu_usage,38.771988116862595,"{'service': 'webserver', 'region': 'us-west-1'}"
2022-01-01 00:00:44,memory_usage,24.60045882251166,"{'service': 'webserver', 'region': 'us-west-1'}"
2022-01-01 00:00:45,network_throughput,43.51924575991484,"{'service': 'webserver', 'region': 'us-west-1'}"
2022-01-01 00:00:46,memory_usage,40.13028397471224,"{'service': 'database', 'region': 'us-west-1'}"
2022-01-01 00:00:47,cpu_usage,21.733521943696527,"{'service': 'database', 'region': 'us-west-1'}"
2022-01-01 00:00:48,error_rate,14.012999677081055,"{'service': 'worker', 'region': 'us-west-2'}"
2022-01-01 00:00:49,network_throughput,40.554379587936864,"{'service': 'webserver', 'region': 'us-east-1'}"
2022-01-01 00:00:50,cpu_usage,29.33389192744,"{'service': 'database', 'region': 'us-west-1'}"
2022-01-01 00:00:51,cpu_usage,68.94331493236966,"{'service': 'database', 'region': 'us-west-1'}"
2022-01-01 00:00:52,memory_usage,43.8187979732893,"{'service': 'webserver', 'region': 'us-west-1'}"
2022-01-01 00:00:53,cpu_usage,47.08425612951212,"{'service': 'webserver', 'region': 'us-west-1'}"
2022-01-01 00:00:54,error_rate,41.094255416536555,"{'service': 'database', 'region': 'us-west-1'}"
2022-01-01 00:00:55,cpu_usage,28.770898417266757,"{'service': 'webserver', 'region': 'us-east-1'}"
2022-01-01 00:00:56,memory_usage,38.56686049551725,"{'service': 'webserver', 'region': 'us-west-1'}"
2022-01-01 00:00:57,memory_usage,47.266610657319575,"{'service': 'database', 'region': 'us-west-1'}"
2022-01-01 00:00:58,memory_usage,69.8400731861156,"{'service': 'webserver', 'region': 'us-west-1'}"
2022-01-01 00:00:59,cpu_usage,24.600347414340497,"{'service': 'webserver', 'region': 'us-east-1'}"
2022-01-01 00:01:00,memory_usage,16.126818009393865,"{'service': 'webserver', 'region': 'us-east-1'}"
2022-01-01 00:01:01,cpu_usage,46.494596651413914,"{'service': 'webserver', 'region': 'us-west-1'}"
2022-01-01 00:01:02,network_throughput,43.04818070883708,"{'service': 'database', 'region': 'us-west-1'}"
2022-01-01 00:01:03,error_rate,32.64371584634702,"{'service': 'database', 'region': 'us-west-1'}"
2022-01-01 00:01:04,network_throughput,27.617013975889538,"{'service': 'webserver', 'region': 'us-east-1'}"
2022-01-01 00:01:05,error_rate,43.0441587692615,"{'service': 'webserver', 'region': 'us-west-1'}"
2022-01-01 00:01:06,cpu_usage,41.053451129441505,"{'service': 'database', 'region': 'us-west-1'}"
2022-01-01 00:01:07,error_rate,27.76433896396087,"{'service': 'webserver', 'region': 'us-east-1'}"
2022-01-01 00:01:08,memory_usage,30.474714016891067,"{'service': 'database', 'region': 'us-west-1'}"
2022-01-01 00:01:09,error_rate,73.3940661404701,"{'service': 'worker', 'region': 'us-west-2'}"
2022-01-01 00:01:10,network_throughput,46.97983064768236,"{'service': 'webserver', 'region': 'us-east-1'}"
2022-01-01 00:01:11,memory_usage,42.46663716613254,"{'service': 'worker', 'region': 'us-west-2'}"
2022-01-01 00:01:12,network_throughput,74.09385468773235,"{'service': 'worker', 'region': 'us-west-2'}"
2022-01-01 00:01:13,error_rate,32.051916172946946,"{'service': 'webserver', 'region': 'us-east-1'}"
2022-01-01 00:01:14,cpu_usage,29.820474749418103,"{'service': 'webserver', 'region': 'us-west-1'}"
2022-01-01 00:01:15,network_throughput,48.68288916601477,"{'service': 'webserver', 'region': 'us-east-1'}"
2022-01-01 00:01:16,network_throughput,49.279286693626716,"{'service': 'database', 'region': 'us-west-1'}"
2022-01-01 00:01:17,error_rate,18.601834255382187,"{'service': 'webserver', 'region': 'us-west-1'}"
2022-01-01 00:01:18,memory_usage,31.681520974369576,"{'service': 'webserver', 'region': 'us-east-1'}"
2022-01-01 00:01:19,network_throughput,15.005632834049717,"{'service': 'worker', 'region': 'us-west-2'}"
2022-01-01 00:01:20,cpu_usage,23.11528067560486,"{'service': 'webserver', 'region': 'us-west-1'}"
2022-01-01 00:01:21,cpu_usage,17.584170024120343,"{'service': 'webserver', 'region': 'us-west-1'}"
2022-01-01 00:01:22,error_rate,47.113023580699924,"{'service': 'webserver', 'region': 'us-east-1'}"
2022-01-01 00:01:23,memory_usage,10.895603355736686,"{'service': 'database', 'region': 'us-west-1'}"
2022-01-01 00:01:24,error_rate,32.665367219303505,"{'service': 'webserver', 'region': 'us-east-1'}"
2022-01-01 00:01:25,cpu_usage,10.230996440706912,"{'service': 'database', 'region': 'us-west-1'}"
2022-01-01 00:01:26,error_rate,37.657022259744956,"{'service': 'webserver', 'region': 'us-east-1'}"
2022-01-01 00:01:27,network_throughput,20.65098559117613,"{'service': 'webserver', 'region': 'us-east-1'}"
2022-01-01 00:01:28,network_throughput,32.378107624696796,"{'service': 'worker', 'region': 'us-west-2'}"
2022-01-01 00:01:29,error_rate,14.656135347756525,"{'service': 'webserver', 'region': 'us-east-1'}"
2022-01-01 00:01:30,network_throughput,17.734343371192068,"{'service': 'webserver', 'region': 'us-west-1'}"
2022-01-01 00:01:31,memory_usage,28.038232009336536,"{'service': 'webserver', 'region': 'us-east-1'}"
2022-01-01 00:01:32,cpu_usage,17.756384338830102,"{'service': 'database', 'region': 'us-west-1'}"
2022-01-01 00:01:33,network_throughput,20.77852344800164,"{'service': 'webserver', 'region': 'us-west-1'}"
2022-01-01 00:01:34,cpu_usage,46.47209960532814,"{'service': 'webserver', 'region': 'us-west-1'}"
2022-01-01 00:01:35,error_rate,34.883442606465984,"{'service': 'database', 'region': 'us-west-1'}"
2022-01-01 00:01:36,error_rate,17.81470784209059,"{'service': 'database', 'region': 'us-west-1'}"
2022-01-01 00:01:37,error_rate,48.7889192021253,"{'service': 'database', 'region': 'us-west-1'}"
2022-01-01 00:01:38,network_throughput,45.93373281452725,"{'service': 'database', 'region': 'us-west-1'}"
2022-01-01 00:01:39,cpu_usage,28.4288441802643,"{'service': 'worker', 'region': 'us-west-2'}"
